"Year","Year ending","Offence Division","Offence Subdivision","Offence Subgroup","Offence Count","Rate per 100,000 population"
2024,"March","C Drug offences","C90 Other drug offences","C99 Other drug offences",265,3.812422484
2024,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",5460,78.550289665
2024,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",9683,139.304478906
2024,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",261,3.754876484
2024,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",2204,31.707845865
2024,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",1494,21.493430908
2024,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",2154,30.988520868
2024,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",355,5.107207478
2024,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",1342,19.306682918
2024,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",313,4.502974481
2024,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",176,2.532023989
2024,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",313,4.502974481
2024,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",16,0.230183999
2024,"March","D Public order and security offences","D30 Public nuisance offences","D34 Defamation and libel",2,0.028773
2024,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",3764,54.150785769
2024,"March","D Public order and security offences","D30 Public nuisance offences","D36 Other public nuisance offences",14,0.201410999
2024,"March","D Public order and security offences","D40 Public security offences","D41 Immigration offences",1,0.0143865
2024,"March","D Public order and security offences","D40 Public security offences","D43 Hacking",167,2.40254549
2024,"March","D Public order and security offences","D40 Public security offences","D44 Terrorism offences",1,0.0143865
2024,"March","D Public order and security offences","D40 Public security offences","D49 Other public security offences",4,0.057546
2024,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody",97,1.395490494
2024,"March","E Justice procedures offences","E10 Justice procedures","E12 Fail to appear",4,0.057546
2024,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",9098,130.888376442
2024,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",551,7.926961466
2024,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",503,7.236409469
2024,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",2217,31.894870364
2024,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",53908,775.547438692
2024,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",4880,70.206119701
2024,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",16891,243.002370464
2024,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",1806,25.982018889
2024,"March","F Other offences","F10 Regulatory driving offences","F11 Drink driving",6,0.086319
2024,"March","F Other offences","F10 Regulatory driving offences","F12 Drug driving",1,0.0143865
2024,"March","F Other offences","F10 Regulatory driving offences","F15 Licensing offences",2,0.028773
2024,"March","F Other offences","F10 Regulatory driving offences","F19 Other regulatory driving offences",18,0.258956999
2024,"March","F Other offences","F20 Transport regulation offences","F21 Public transport",139,1.999723491
2024,"March","F Other offences","F20 Transport regulation offences","F22 Aviation regulations offences",13,0.187024499
2024,"March","F Other offences","F20 Transport regulation offences","F23 Maritime regulations offences",185,2.661502489
2024,"March","F Other offences","F20 Transport regulation offences","F24 Pedestrian offences",9,0.129478499
2024,"March","F Other offences","F20 Transport regulation offences","F29 Other transport regulation offences",503,7.236409469
2024,"March","F Other offences","F30 Other government regulatory offences","F31 Betting and gaming offences",51,0.733711497
2024,"March","F Other offences","F30 Other government regulatory offences","F32 Commercial regulation offences",34,0.489140998
2024,"March","F Other offences","F30 Other government regulatory offences","F33 Liquor and tobacco licensing offences",244,3.510305985
2024,"March","F Other offences","F30 Other government regulatory offences","F34 Pornography and censorship offences",1,0.0143865
2024,"March","F Other offences","F30 Other government regulatory offences","F36 Prostitution offences",10,0.143864999
2024,"March","F Other offences","F30 Other government regulatory offences","F39 Other government regulatory offences",74,1.064600995
2024,"March","F Other offences","F90 Miscellaneous offences","F91 Environmental offences",112,1.611287993
2024,"March","F Other offences","F90 Miscellaneous offences","F92 Public health and safety offences",43,0.618619497
2024,"March","F Other offences","F90 Miscellaneous offences","F93 Cruelty to animals",169,2.43131849
2024,"March","F Other offences","F90 Miscellaneous offences","F94 Dangerous substance offences",84,1.208465995
2024,"March","F Other offences","F90 Miscellaneous offences","F99 Other miscellaneous offences",37,0.532300498
2023,"March","A Crimes against the person","A10 Homicide and related offences","A11 Murder",55,0.809160402
2023,"March","A Crimes against the person","A10 Homicide and related offences","A12 Attempted murder",24,0.353088175
2023,"March","A Crimes against the person","A10 Homicide and related offences","A14 Manslaughter & A13  Accessory/ conspiracy to murder",23,0.338376168
2023,"March","A Crimes against the person","A10 Homicide and related offences","A15 Driving causing death",96,1.412352702
2023,"March","A Crimes against the person","A20 Assault and related offences","A211 FV Serious assault",6798,100.012225678
2023,"March","A Crimes against the person","A20 Assault and related offences","A212 Non-FV Serious assault",8001,117.710770469
2023,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",2974,43.753509733
2023,"March","A Crimes against the person","A20 Assault and related offences","A231 FV Common assault",16441,241.880112147
2023,"March","A Crimes against the person","A20 Assault and related offences","A232 Non-FV Common assault",12954,190.579342665
2023,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",4405,64.806392191
2023,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",5968,87.801259613
2023,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",461,6.782235369
2023,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",2291,33.705208742
2023,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",977,14.37363114
2023,"March","A Crimes against the person","A40 Abduction and related offences","A41 Abduction",189,2.780569381
2023,"March","A Crimes against the person","A40 Abduction and related offences","A42 False imprisonment",476,7.002915478
2023,"March","A Crimes against the person","A40 Abduction and related offences","A43 Slavery and sexual servitude offences",8,0.117696058
2023,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",2269,33.381544581
2023,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",338,4.97265847
2023,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",629,9.253852597
2023,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",89,1.30936865
2023,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A711 FV Stalking",1599,23.524499685
2023,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A712 Non-FV Stalking",1092,16.06551198
2023,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A721 FV Harassment and private nuisance",2323,34.175992976
2023,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A722 Non-FV Harassment and private nuisance",1094,16.094935995
2023,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A731 FV Threatening behaviour",3828,56.317563974
2023,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A732 Non-FV Threatening behaviour",3090,45.460102581
2023,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",1664,24.48078016
2023,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",32,0.470784234
2023,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",1353,19.905345887
2023,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",3298,48.520200101
2023,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",1798,26.452189139
2023,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",25,0.367800183
2023,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",298,4.384178178
2023,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",35601,523.762172163
2023,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",3377,49.682448678
2023,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",530,7.797363873
2023,"March","B Property and deception offences","B30 Burglary/Break and enter","B311 Residential aggravated burglary",5090,74.884117196
2023,"March","B Property and deception offences","B30 Burglary/Break and enter","B312 Non-residential aggravated burglary",141,2.07439303
2023,"March","B Property and deception offences","B30 Burglary/Break and enter","B319 Unknown aggravated burglary",13,0.191256095
2023,"March","B Property and deception offences","B30 Burglary/Break and enter","B321 Residential non-aggravated burglary",18169,267.302460774
2023,"March","B Property and deception offences","B30 Burglary/Break and enter","B322 Non-residential non-aggravated burglary",11460,168.599603747
2023,"March","B Property and deception offences","B30 Burglary/Break and enter","B329 Unknown non-aggravated burglary",76,1.118112555
2023,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",17499,257.445415878
2023,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",49877,733.790788489
2023,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",22118,325.400177633
2023,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",6868,101.04206619
2023,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",15229,224.04915929
2023,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",30,0.441360219
2023,"March","B Property and deception offences","B40 Theft","B49 Other theft",43686,642.708751246
2023,"March","B Property and deception offences","B50 Deception","B51 Forgery and counterfeiting",2552,37.545042649
2023,"March","B Property and deception offences","B50 Deception","B52 Possess equipment to make false instrument",11,0.16183208
2023,"March","B Property and deception offences","B50 Deception","B53 Obtain benefit by deception",25407,373.787969668
2023,"March","B Property and deception offences","B50 Deception","B54 State false information",729,10.725053327
2023,"March","B Property and deception offences","B50 Deception","B55 Deceptive business practices",10,0.147120073
2023,"March","B Property and deception offences","B50 Deception","B56 Professional malpractice and misrepresentation",81,1.191672592
2023,"March","B Property and deception offences","B50 Deception","B59 Other deception offences",586,8.621236282
2023,"March","B Property and deception offences","B60 Bribery","B61 Bribery of officials",2,0.029424015
2023,"March","C Drug offences","C10 Drug dealing and trafficking","C11 Drug dealing",53,0.779736387
2023,"March","C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",4031,59.304101458
2023,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",887,13.049550482
2023,"March","C Drug offences","C20 Cultivate or manufacture drugs","C22 Manufacture drugs",2,0.029424015
2023,"March","C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1081,15.9036799
2023,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",205,3.015961498
2023,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",24753,364.166316889
2023,"March","C Drug offences","C90 Other drug offences","C99 Other drug offences",285,4.192922083
2023,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",5299,77.958926724
2023,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",10005,147.193633114
2023,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",387,5.693546828
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",2239,32.940184362
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",3093,45.504238603
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",2193,32.263432026
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",390,5.73768285
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",1376,20.243722055
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",381,5.605274784
2023,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",173,2.545177264
2023,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",203,2.986537483
2023,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",30,0.441360219
2023,"March","D Public order and security offences","D30 Public nuisance offences","D34 Defamation and libel",40,0.588480292
2023,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",3455,50.829985248
2023,"March","D Public order and security offences","D30 Public nuisance offences","D36 Other public nuisance offences",15,0.22068011
2023,"March","D Public order and security offences","D40 Public security offences","D41 Immigration offences",9,0.132408066
2023,"March","D Public order and security offences","D40 Public security offences","D43 Hacking",625,9.195004567
2023,"March","D Public order and security offences","D40 Public security offences","D44 Terrorism offences",2,0.029424015
2023,"March","D Public order and security offences","D40 Public security offences","D49 Other public security offences",1,0.014712007
2023,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody",102,1.500624745
2023,"March","E Justice procedures offences","E10 Justice procedures","E12 Fail to appear",2,0.029424015
2023,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",8821,129.774616462
2023,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",588,8.650660297
2023,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",509,7.48841172
2023,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",1988,29.247470528
2023,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",53746,790.711544762
2023,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",4413,64.924088249
2023,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",16023,235.730493092
2023,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",1487,21.876754867
2023,"March","F Other offences","F10 Regulatory driving offences","F11 Drink driving",1,0.014712007
2023,"March","F Other offences","F10 Regulatory driving offences","F19 Other regulatory driving offences",10,0.147120073
2023,"March","F Other offences","F20 Transport regulation offences","F21 Public transport",188,2.765857374
2023,"March","F Other offences","F20 Transport regulation offences","F22 Aviation regulations offences",15,0.22068011
2023,"March","F Other offences","F20 Transport regulation offences","F23 Maritime regulations offences",134,1.971408979
2023,"March","F Other offences","F20 Transport regulation offences","F24 Pedestrian offences",5,0.073560037
2023,"March","F Other offences","F20 Transport regulation offences","F29 Other transport regulation offences",97,1.427064709
2023,"March","F Other offences","F30 Other government regulatory offences","F31 Betting and gaming offences",24,0.353088175
2023,"March","F Other offences","F30 Other government regulatory offences","F32 Commercial regulation offences",11,0.16183208
2023,"March","F Other offences","F30 Other government regulatory offences","F33 Liquor and tobacco licensing offences",128,1.883136935
2023,"March","F Other offences","F30 Other government regulatory offences","F34 Pornography and censorship offences",4,0.058848029
2023,"March","F Other offences","F30 Other government regulatory offences","F36 Prostitution offences",23,0.338376168
2023,"March","F Other offences","F30 Other government regulatory offences","F39 Other government regulatory offences",64,0.941568468
2023,"March","F Other offences","F90 Miscellaneous offences","F91 Environmental offences",101,1.485912738
2023,"March","F Other offences","F90 Miscellaneous offences","F92 Public health and safety offences",255,3.751561863
2023,"March","F Other offences","F90 Miscellaneous offences","F93 Cruelty to animals",158,2.324497155
2023,"March","F Other offences","F90 Miscellaneous offences","F94 Dangerous substance offences",12,0.176544088
2023,"March","F Other offences","F90 Miscellaneous offences","F99 Other miscellaneous offences",55,0.809160402
2022,"March","A Crimes against the person","A10 Homicide and related offences","A11 Murder",49,0.740714763
2022,"March","A Crimes against the person","A10 Homicide and related offences","A12 Attempted murder",20,0.302332556
2022,"March","A Crimes against the person","A10 Homicide and related offences","A14 Manslaughter & A13  Accessory/ conspiracy to murder",28,0.423265579
2022,"March","A Crimes against the person","A10 Homicide and related offences","A15 Driving causing death",83,1.254680108
2022,"March","A Crimes against the person","A20 Assault and related offences","A211 FV Serious assault",6966,105.302429303
2022,"March","A Crimes against the person","A20 Assault and related offences","A212 Non-FV Serious assault",7693,116.292217718
2022,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",3078,46.52898039
2022,"March","A Crimes against the person","A20 Assault and related offences","A231 FV Common assault",15795,238.767136209
2022,"March","A Crimes against the person","A20 Assault and related offences","A232 Non-FV Common assault",11393,172.223740604
2022,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",4443,67.163177346
2022,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",5909,89.324153711
2022,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",450,6.802482513
2022,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",2634,39.817197643
2022,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",864,13.060766425
2022,"March","A Crimes against the person","A40 Abduction and related offences","A41 Abduction",185,2.796576144
2022,"March","A Crimes against the person","A40 Abduction and related offences","A42 False imprisonment",545,8.238562155
2022,"March","A Crimes against the person","A40 Abduction and related offences","A43 Slavery and sexual servitude offences",4,0.060466511
2022,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",2095,31.669335255
2022,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",294,4.444288575
2022,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",191,2.887275911
2022,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",93,1.405846386
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A711 FV Stalking",1584,23.944738446
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A712 Non-FV Stalking",1090,16.477124309
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A721 FV Harassment and private nuisance",2261,34.178695471
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A722 Non-FV Harassment and private nuisance",1190,17.98878709
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A731 FV Threatening behaviour",4155,62.809588537
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A732 Non-FV Threatening behaviour",3137,47.42086143
2022,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",1430,21.616777764
2022,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",38,0.574431857
2022,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",1275,19.273700454
2022,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",3339,50.474420247
2022,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",1754,26.514565173
2022,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",67,1.012814063
2022,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",306,4.625688109
2022,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",34484,521.281793292
2022,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",3164,47.829010381
2022,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",432,6.530383213
2022,"March","B Property and deception offences","B30 Burglary/Break and enter","B311 Residential aggravated burglary",3921,59.272297631
2022,"March","B Property and deception offences","B30 Burglary/Break and enter","B312 Non-residential aggravated burglary",119,1.798878709
2022,"March","B Property and deception offences","B30 Burglary/Break and enter","B319 Unknown aggravated burglary",6,0.090699767
2022,"March","B Property and deception offences","B30 Burglary/Break and enter","B321 Residential non-aggravated burglary",16465,248.89527684
2022,"March","B Property and deception offences","B30 Burglary/Break and enter","B322 Non-residential non-aggravated burglary",9464,143.063765564
2022,"March","B Property and deception offences","B30 Burglary/Break and enter","B329 Unknown non-aggravated burglary",76,1.148863713
2022,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",14850,224.481922932
2022,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",47126,712.386202026
2022,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",18484,279.415748382
2022,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",7041,106.436176388
2022,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",14566,220.188800635
2022,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",23,0.34768244
2022,"March","B Property and deception offences","B40 Theft","B49 Other theft",37393,565.256063582
2022,"March","B Property and deception offences","B50 Deception","B51 Forgery and counterfeiting",2799,42.311441231
2022,"March","B Property and deception offences","B50 Deception","B52 Possess equipment to make false instrument",11,0.166282906
2022,"March","B Property and deception offences","B50 Deception","B53 Obtain benefit by deception",23218,350.97786442
2022,"March","B Property and deception offences","B50 Deception","B54 State false information",711,10.747922371
2022,"March","B Property and deception offences","B50 Deception","B55 Deceptive business practices",13,0.196516161
2022,"March","B Property and deception offences","B50 Deception","B56 Professional malpractice and misrepresentation",127,1.919811731
2022,"March","B Property and deception offences","B50 Deception","B59 Other deception offences",1215,18.366702785
2022,"March","B Property and deception offences","B60 Bribery","B61 Bribery of officials",6,0.090699767
2022,"March","C Drug offences","C10 Drug dealing and trafficking","C11 Drug dealing",63,0.952347552
2022,"March","C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",3768,56.959453576
2022,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1031,15.585243269
2022,"March","C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",822,12.425868057
2022,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",278,4.20242253
2022,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",23732,358.747811112
2022,"March","C Drug offences","C90 Other drug offences","C99 Other drug offences",155,2.34307731
2022,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",5481,82.854237009
2022,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",9139,138.150861527
2022,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",289,4.368705436
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",2100,31.744918394
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",3112,47.042945735
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",2228,33.679846754
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",444,6.711782746
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",1083,16.371307915
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",231,3.491941023
2022,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",558,8.435078316
2022,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",250,3.779156952
2022,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",17,0.256982673
2022,"March","D Public order and security offences","D30 Public nuisance offences","D34 Defamation and libel",1,0.015116628
2022,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",3078,46.52898039
2022,"March","D Public order and security offences","D30 Public nuisance offences","D36 Other public nuisance offences",59,0.891881041
2022,"March","D Public order and security offences","D40 Public security offences","D41 Immigration offences",1,0.015116628
2022,"March","D Public order and security offences","D40 Public security offences","D43 Hacking",58,0.876764413
2022,"March","D Public order and security offences","D40 Public security offences","D44 Terrorism offences",8,0.120933022
2022,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody",98,1.481429525
2022,"March","E Justice procedures offences","E10 Justice procedures","E12 Fail to appear",1,0.015116628
2022,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",8871,134.099605275
2022,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",632,9.553708774
2022,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",567,8.571127966
2022,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",1964,29.689057013
2022,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",51171,773.532961505
2022,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",4364,65.968963749
2022,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",11324,171.180693285
2022,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",1217,18.396936041
2022,"March","F Other offences","F10 Regulatory driving offences","F19 Other regulatory driving offences",19,0.287215928
2022,"March","F Other offences","F20 Transport regulation offences","F21 Public transport",95,1.436079642
2022,"March","F Other offences","F20 Transport regulation offences","F22 Aviation regulations offences",24,0.362799067
2022,"March","F Other offences","F20 Transport regulation offences","F23 Maritime regulations offences",156,2.358193938
2022,"March","F Other offences","F20 Transport regulation offences","F24 Pedestrian offences",6,0.090699767
2022,"March","F Other offences","F20 Transport regulation offences","F29 Other transport regulation offences",44,0.665131624
2022,"March","F Other offences","F30 Other government regulatory offences","F31 Betting and gaming offences",19,0.287215928
2022,"March","F Other offences","F30 Other government regulatory offences","F32 Commercial regulation offences",36,0.544198601
2022,"March","F Other offences","F30 Other government regulatory offences","F33 Liquor and tobacco licensing offences",122,1.844228592
2022,"March","F Other offences","F30 Other government regulatory offences","F34 Pornography and censorship offences",2,0.030233256
2022,"March","F Other offences","F30 Other government regulatory offences","F36 Prostitution offences",151,2.282610799
2022,"March","F Other offences","F30 Other government regulatory offences","F39 Other government regulatory offences",81,1.224446852
2022,"March","F Other offences","F90 Miscellaneous offences","F91 Environmental offences",67,1.012814063
2022,"March","F Other offences","F90 Miscellaneous offences","F92 Public health and safety offences",10481,158.437376044
2022,"March","F Other offences","F90 Miscellaneous offences","F93 Cruelty to animals",176,2.660526494
2022,"March","F Other offences","F90 Miscellaneous offences","F94 Dangerous substance offences",29,0.438382206
2022,"March","F Other offences","F90 Miscellaneous offences","F99 Other miscellaneous offences",144,2.176794404
2021,"March","A Crimes against the person","A10 Homicide and related offences","A11 Murder",61,0.931607487
2021,"March","A Crimes against the person","A10 Homicide and related offences","A12 Attempted murder",18,0.27490057
2021,"March","A Crimes against the person","A10 Homicide and related offences","A14 Manslaughter & A13  Accessory/ conspiracy to murder",34,0.519256632
2021,"March","A Crimes against the person","A10 Homicide and related offences","A15 Driving causing death",83,1.267597073
2021,"March","A Crimes against the person","A20 Assault and related offences","A211 FV Serious assault",7545,115.229155588
2021,"March","A Crimes against the person","A20 Assault and related offences","A212 Non-FV Serious assault",7463,113.976830769
2021,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",3513,53.65142791
2021,"March","A Crimes against the person","A20 Assault and related offences","A231 FV Common assault",16174,247.013434391
2021,"March","A Crimes against the person","A20 Assault and related offences","A232 Non-FV Common assault",10991,167.857342487
2021,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",4462,68.14479685
2021,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",5594,85.432988252
2021,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",501,7.651399198
2021,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",2761,42.166692986
2021,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",829,12.660698473
2021,"March","A Crimes against the person","A40 Abduction and related offences","A41 Abduction",184,2.810094715
2021,"March","A Crimes against the person","A40 Abduction and related offences","A42 False imprisonment",591,9.025902048
2021,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",2276,34.75964985
2021,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",318,4.856576737
2021,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",157,2.39774386
2021,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",87,1.328686088
2021,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A711 FV Stalking",1565,23.901077335
2021,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A712 Non-FV Stalking",1300,19.853930055
2021,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A721 FV Harassment and private nuisance",2104,32.132822181
