title,url,format,wayback_url,retrieved,source_page_url,license
"Pan-Canadian Trends in the Prescribing of Opioids and Benzodiazepines, 2012 to 2017 — Data Tables",https://www.cihi.ca/sites/default/files/document/pan-canadian-prescribed-opioid-benzo-data-tables-june18-en-web.xlsx,xlsx,https://web.archive.org/web/20250827225113/https://www.cihi.ca/sites/default/files/document/pan-canadian-prescribed-opioid-benzo-data-tables-june18-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Drug Use Among Seniors in Canada, 2016: Data Tables",https://www.cihi.ca/sites/default/files/document/drug-use-among-seniors-2016-data-tables-en-web.xlsx,xlsx,https://web.archive.org/web/20240214195312/https://www.cihi.ca/sites/default/files/document/drug-use-among-seniors-2016-data-tables-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Inpatient Hospitalizations, Surgeries and Newborn Indicators, 2016–2017",https://www.cihi.ca/sites/default/files/document/hospchild-inpatientalosdiagsurg-2016-2017-en.xlsx,xlsx,https://web.archive.org/web/20250830013341/https://www.cihi.ca/sites/default/files/document/hospchild-inpatientalosdiagsurg-2016-2017-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
The Commonwealth Fund 2017 International Health Policy Survey of Seniors,https://www.cihi.ca/sites/default/files/document/cmwf-2017-data-tables-en-web.xlsx,xlsx,https://web.archive.org/web/20250114154551/https://www.cihi.ca/sites/default/files/document/cmwf-2017-data-tables-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Induced Abortions Reported in Canada in 2016,https://www.cihi.ca/sites/default/files/document/induced-abortion-can-2016-en-web.xlsx,xlsx,https://web.archive.org/web/20260520011804/https://www.cihi.ca/sites/default/files/document/induced-abortion-can-2016-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"CORR Annual Statistics: Renal Replacement Therapy (Dialysis and Kidney Transplantation) for ESKD, 2007 to 2016",https://www.cihi.ca/sites/default/files/document/corr_ar-kidney-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20231114145523/https://www.cihi.ca/sites/default/files/document/corr_ar-kidney-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"NACRS Emergency Department Visits and Length of Stay, 2016–2017",https://www.cihi.ca/sites/default/files/document/nacrs-2016-2017-qs-static-table-en.xlsx,xlsx,https://web.archive.org/web/20250901090241/https://www.cihi.ca/sites/default/files/document/nacrs-2016-2017-qs-static-table-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Hip and Knee Replacements in Canada — Canadian Joint Replacement Registry, 2015–2016 Quick Stats",https://www.cihi.ca/sites/default/files/document/cjrr-hip-knee-replacements-2015-2016-quickstats-en-web.xlsx,xlsx,,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Inpatient Hospitalizations, Surgeries and Newborn Indicators, 2015–2016",https://www.cihi.ca/sites/default/files/document/inpatientalosdiagsurg-2015-2016-en.xlsx,xlsx,https://web.archive.org/web/20220728071632/http://www.cihi.ca/sites/default/files/document/inpatientalosdiagsurg-2015-2016-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Unnecessary Care in Canada: Data Tables,https://www.cihi.ca/sites/default/files/document/cwc-data-tables-en-web.xlsx,xlsx,https://web.archive.org/web/20250114014657/https://www.cihi.ca/sites/default/files/document/cwc-data-tables-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Induced Abortions Reported in Canada in 2015,https://www.cihi.ca/sites/default/files/document/induced-abortion-can-2015-en-web.xlsx,xlsx,https://web.archive.org/web/20260306033234/https://www.cihi.ca/sites/default/files/document/induced-abortion-can-2015-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Commonwealth Fund Survey 2016: Data Tables,https://www.cihi.ca/sites/default/files/document/cmwf2016-datatable-en-web.xlsx,xlsx,https://web.archive.org/web/20250814171550/https://www.cihi.ca/sites/default/files/document/cmwf2016-datatable-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Canada’s International Health System Performance Over 50 Years: Data Tables,https://www.cihi.ca/sites/default/files/canada_intl_health_system_study_datatables_en_0.xlsx,xlsx,https://web.archive.org/web/20220618130846/https://www.cihi.ca/sites/default/files/canada_intl_health_system_study_datatables_en_0.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Care in Canadian ICUs — Data tables,https://www.cihi.ca/sites/default/files/document/icu_datatables_en.xlsx,xlsx,https://web.archive.org/web/20250817160311/https://www.cihi.ca/sites/default/files/document/icu_datatables_en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Ambulance Use for Time-Sensitive Conditions: Stroke and Heart Attack — Data Tables,https://www.cihi.ca/sites/default/files/document/ambulance-use-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250929191551/https://www.cihi.ca/sites/default/files/document/ambulance-use-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
A Snapshot of Advance Directives in Long-Term Care: How Often Is &quot;Do Not&quot; Done? — Data tables,https://www.cihi.ca/sites/default/files/document/dnr-dnh_datatables_en.xlsx,xlsx,https://web.archive.org/web/20230802183555/https://www.cihi.ca/sites/default/files/document/dnr-dnh_datatables_en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Hip and Knee Replacements in Canada — Canadian Joint Replacement Registry, 2014–2015 Quick Stats",https://www.cihi.ca/sites/default/files/document/cjrrhipkneereplacementscanada2014-2015quickstats_en.xlsx,xlsx,https://web.archive.org/web/20230308003433/https://www.cihi.ca/sites/default/files/document/cjrrhipkneereplacementscanada2014-2015quickstats_en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Outcomes for Simultaneous and Staged Bilateral Total Knee Replacement Surgeries: Data Tables,https://www.cihi.ca/sites/default/files/cjrr_tka_aib_data_tables_en.xlsx,xlsx,https://web.archive.org/web/20250929194147/https://www.cihi.ca/sites/default/files/cjrr_tka_aib_data_tables_en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Deprivation in Canadian cities: An analytical tool,https://www.cihi.ca/sites/default/files/cphi_cma_depindex_excel_en.xls,xls,https://web.archive.org/web/20220402103752/https://www.cihi.ca/sites/default/files/cphi_cma_depindex_excel_en.xls,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Anaphylaxis and Allergy in the Emergency Department,https://www.cihi.ca/sites/default/files/document/anaphylaxis_data_tables_enweb.xlsx,xlsx,https://web.archive.org/web/20220417212509/https://www.cihi.ca/sites/default/files/document/anaphylaxis_data_tables_enweb.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Bariatric Surgery in Canada,https://www.cihi.ca/sites/default/files/bariatric_data_051415_en_0.xlsx,xlsx,https://web.archive.org/web/20230308135954/https://www.cihi.ca/sites/default/files/bariatric_data_051415_en_0.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Weekend Admissions and In-Hospital Mortality — Data Tables,https://www.cihi.ca/sites/default/files/document/weekendmortality_datatable_en_0.xlsx,xlsx,https://web.archive.org/web/20250929183248/https://www.cihi.ca/sites/default/files/document/weekendmortality_datatable_en_0.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
