"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"ypje-j649","Bylaw Complaint Details","dataset","Total number of citizen complaint driven or officer initiated Bylaw investigations starting Jan 1, 2011 to present day.","2026-05-24T12:05:21.000Z",3264,"Community Services"
"djfi-xvue","2021-2025 Council And Committee Meetings - Voting Record","dataset","Voting record for each motion made at Council or select Committee meetings during the 2021-2025 council term.

While every effort is taken to ensure its accuracy, the data presented here is for inform","2025-12-24T00:27:30.000Z",3251,"City Administration"
"kzs7-f2em","Map View: ETS Sales Outlet Locations","map","Edmonton Transit has over 200+ approved outlets across the city where ETS products are being sold.","2026-05-24T10:30:53.000Z",3247,NA
"5bk4-5txu","2021 Federal Census: Neighbourhoods as of Official Census Day","dataset","A historical snapshot of neighbourhood boundaries as they were on the official census day for the 28th Census of Canada (the 2021 Federal Census).

The associated datasets are at:
- https://data.edmon","2023-07-07T15:40:38.000Z",3245,"Census"
"4fkf-qvva","Recreation Facilities Drop - In Programs (14 day)","dataset","Recreation Facilities Drop - In Programs (14 day)","2020-11-13T15:20:47.000Z",3233,"Community Services"
"tdhd-tsk6","Building Permit Application and Inspection Processing Times","dataset","Current processing times for building permit applications and inspections.","2026-05-24T16:14:58.000Z",3214,NA
"trz2-qkzs","Hens and Bees","dataset","This dataset represents the various Permits issued within a neighbourhood to keep Hens and/or Bees.  

The latitude/longitude is derived from the centre point of the neighbourhood boundary and is in","2026-05-24T10:17:32.000Z",3200,"Community Services"
"774r-kpz5","Land Parcels_Legal Parcels (Point)","dataset","This dataset contains centroid point geometry for all Legal Parcels in the City of Edmonton.

The City of Edmonton has shifted the delivery of legal and title parcel mapping to the provincial governme","2026-05-24T10:25:58.000Z",3185,"Geospatial Boundaries"
"3j8x-xkfh","Edmonton Arts Council - Public Art","dataset","<p>Edmonton’s public art policy emphasizes the principles of public visibility and accessibility, diversity and inclusion, public art appreciation, and city-wide impact. Although the roots of the coll","2026-03-11T18:33:18.000Z",3179,"Externally Sourced Datasets"
"ixuc-gf7k","Edmonton Per Capita Water Consumption","dataset","This dataset provides residential and total per capita water use from 2008 onward.  Per capita water use is the amount of water used by one person per day in litres/capita/day (lcd).  

Water Use Defi","2023-06-16T16:52:34.000Z",3151,"Externally Sourced Datasets"
"bnfb-vu2t","Front Yard in Bloom Awards","dataset","Front Yards in Bloom began in 1999 and has awarded hundreds of yards and gardeners throughout the City of Edmonton for their beauty, creativity and effort.","2025-05-02T16:41:54.000Z",3146,"Environmental Services"
"552h-hjwj","Capital Projects","dataset","Data is used by the building.edmonton.ca application. Contains information on capital projects in the City of Edmonton.","2026-04-22T20:37:30.000Z",3145,"City Administration"
"kxm6-2bqc","Orthophoto Repository 2022","dataset","Spectral resolution: Colour (3-band)
Spatial resolution: 7.5 cm
Image acquisition date: May - July 2022

Individual GeoTIFF files (~286MB each) may be downloaded via the Google Drive links provided in","2025-05-08T15:11:57.000Z",3141,"Thematic Features"
"r53s-3xgt","Mobile Automated Traffic Enforcement Tickets Issued (by Month)","dataset","This dataset contains the location (the approximate latitude/longitude of the enforcement zone's mid point), the number of tickets issues at the various speed ranges in excess of the enforce speed lim","2025-09-08T14:55:13.000Z",3133,"Vehicle Speed"
"6w3s-58pv","Zoning Overlays","dataset","Included in Part 2 and Part 3 of the <a href=""https://zoningbylaw.edmonton.ca/home"">City of Edmonton Zoning Bylaw 20001</a>, there are standard zoning overlays and special area zones. These overlays a","2026-05-18T08:27:20.000Z",3131,"Administrative"
"tnqb-twnn","Edmonton - Historic  Housing Starts","dataset","New housing construction in the City of Edmonton and Edmonton Region. Data is adapted from the Canadian Mortgage and Housing Corporation.","2022-02-25T21:39:16.000Z",3130,"Indicators"
"k3rb-iqfv","EPCOR Daily Water Quality","href","Please see https://www.epcor.com/products-services/water/water-quality/Pages/daily-water-quality.aspx for metadata and definitions of terms.","2020-12-16T16:07:20.000Z",3114,"Externally Sourced Datasets"
"auch-8ddj","Speed Check Sign - DFS041","dataset","Speed Check Sign DFS041

Latitude: 53.544815
Longitude: -113.565714

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:18:19.000Z",3107,"Vehicle Speed"
"gdrb-rdf9","Attitudes on Household Travel Surveys - Edmonton Insight Survey","dataset","This was one single topic among many as part of the August 2014 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=76&t=1. Open from Aug 19 - 25, 2","2019-07-17T16:49:55.000Z",3083,"Surveys"
"gfxq-u8uu","Edmonton Catholic Schools (Current)","dataset","List of all Catholic schools in Edmonton for the current (most recently provided) school year. Note - some schools may not be offering all necessary grade years.","2026-05-04T17:16:07.000Z",3073,"Schools"
"jsc3-gmwb","2016 Census - Dwelling Unit by Language (Neighbourhood/Ward)","dataset","All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-07-17T17:08:38.000Z",3044,"Census"
"mtnp-ghdu","2014 Census - Population By Structure Type (Neighbourhood)","dataset","All Census information is as of April 1, 2014. No data on any individual residence will be released.  To protect the privacy of individuals, data is compiled and presented at the city, ward and neighb","2019-07-17T16:46:42.000Z",3003,"Census"
"6e78-2mje","Map View: Speed Zones","map","The City of Edmonton provides this information in good faith, but provides no warranty nor accepts any liability arising from incorrect, incomplete or misleading information or its improper use. The C","2024-09-09T18:32:10.000Z",2997,"Transportation Infrastructure"
"9rqp-qxgc","Indigenous Place Names of Edmonton - Map","map","The Naming Committee approves names for municipal facilities, new neighbourhoods, parks and roads. Matthew Dance, a local geographer and open data advocate, created this dataset in conjunction with th","2022-02-25T21:39:52.000Z",2994,"Facilities and Structures"
"uzpy-t29r","311 Requests - Overall Volume","chart","This report sorts Information and Service requests by the Service area and provides a detailed description of the service.","2026-05-24T08:22:07.000Z",2986,"City Administration"
"72aw-fq6m","2012 Budget Consultation Survey - Satisfaction With City Services","dataset","Data on overall satisfaction with City services; satisfaction with individual services; recommendations for Edmonton as a place to live, work and visit.      

D1 to B11 - Demographic information.  ","2019-07-17T16:46:09.000Z",2983,"City Administration"
"h8fx-xnfi","2014 Census - Population By Structure Type And Length Of Residence (Neighbourhood)","dataset","All Census information is as of April 1, 2014.  Ages of residents are effective April 1, 2014.  No data on any individual residence will be released.  To protect the privacy of individuals, data is co","2019-07-17T16:47:48.000Z",2979,"Census"
"8bgu-n3fh","Measuring Progress Questionnaire - Park Usage","dataset","This was survey sent to the Insight Community in conjunction with a telephone survey performed to gauge residents thoughts on the City and how they think about their city. Test link to view these ques","2019-07-17T16:47:59.000Z",2978,"Surveys"
"gxqm-z6fa","COVID-19 in Alberta: Day by day","dataset","COVID-19 data for Alberta:

    From https://www.alberta.ca/covid-19-alberta-data.aspx:
      - Previous day's Confirmed Cases, Active Cases, Recovered Cases, In Hospital, In Intensive Care, Deaths.

","2023-09-08T21:22:56.000Z",2949,"Community Services"
"fzjc-3d43","Map View: Utility Corridors (Edmonton Metropolitan Region Geographic Information Services)","map","Dataset includes pipeline corridors and power transmission in the Edmonton Metropolitan Area. Contains information licensed under the Open Government Licence – Alberta (https://open.alberta.ca/licence","2026-04-28T07:12:36.000Z",2947,NA
"kme6-3pd6","Environmental Sensitivity Project (2015)","dataset","Historically, the City of Edmonton has managed ‘natural areas’ within the North Saskatchewan River Valley and the Tablelands separately, guided by inventories such as the Ribbon of Green and Geowest (","2025-01-09T22:17:04.000Z",2946,"Environmental Services"
"3nwj-k66k","St. Monica and Riverbend Schools","story","A story board that draws attention to speed data as it relates to playground zones (or 30 km/h zones) at St. Monica and Riverbend Schools.

The data is drawn from the Speed Check Sign data and trans","2022-08-02T20:39:53.295Z",2944,"Vehicle Speed"
"h7iv-tgcw","2016 Census - Population by Mode of Transportation (Neighbourhood/Ward)","dataset","All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-07-17T17:07:33.000Z",2935,"Census"
"fguc-rs4p","Edmontonians' Perception Survey - Overall Quality Of Life","dataset","In 2014, the City of Edmonton contracted Leger to conduct a survey of Edmontonians designed to understand perceptions on key measures relating to the quality of life in Edmonton.

This research is a","2019-07-17T16:49:29.000Z",2934,"Surveys"
"tj5e-q45n","Cannabis - Edmonton Insight Community","story","This was one single topic among many from the November 2017 Mixed Topic Part 1 survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/R.aspx?a=19","2018-04-11T20:13:34.130Z",2928,"Surveys"
"y4rx-kdcn","2013-2017 Council And Committee Meetings - Agenda Items","dataset","Lists the Agenda Items for Council and Committee meetings.  The agenda is usually published on the Thursday prior to the meeting.  Statutory Public Hearings (Land Use) agendas are available 3 weeks pr","2022-05-03T16:36:31.000Z",2915,"City Administration"
"n2wu-yipf","Orthophoto Repository 2023","dataset","Spectral resolution: Colour (3-band)
Spatial resolution: 7.5 cm
Image acquisition date: May–July 2023

Individual GeoTIFF files (~286MB each) may be downloaded via the Google Drive links provided in t","2025-02-20T21:42:01.000Z",2913,"Thematic Features"
"wh44-4bkz","Edmonton Business Census - Neighbourhood Aggregation","dataset","Derived from the <a href=""https://data.edmonton.ca/d/8c4b-u4a4"">Edmonton Business Census</a> dataset, this provides the total number of businesses and number of employees reported by neighbourhood.","2025-12-09T16:17:02.000Z",2909,"Urban Planning & Economy"
"r45z-99vd","2012 Census - Population By Employment Status (Neighbourhood)","dataset","All Census information is as of April 1, 2012. No data on any individual residence will be released.  To protect the privacy of individuals, data is compiled and presented at the city, ward and neighb","2019-07-17T16:46:20.000Z",2896,"Census"
"xydx-f66g","Really Grate Tree Project, Soil Analysis (2010-2013)","dataset","Sidewalk trees are notoriously short lived. They grow in difficult environments, but where they are greatly appreciated: high density urban hardscapes. We proposed and executed the Really Grate Tree P","2021-06-16T21:29:24.000Z",2867,"Environmental Services"
